,business_name,address,description,latitude,longitude,category,avg_rating,num_of_reviews,price,hours,MISC,state,user_name,time,rating,text,year
518736,Our Place Dunedin,"Our Place Dunedin, 1617 Main St, Dunedin, FL 34698, United States",Regular events are hosted at this community cafe serving changing diner-style American menus.,28.0191047,-82.76009169999999,['American restaurant'],4.4,1558,$,"[array(['Tuesday', '7AM–9PM'], dtype=object)
 array(['Wednesday', '7AM–9PM'], dtype=object)
 array(['Thursday', '7AM–9PM'], dtype=object)
 array(['Friday', '7AM–9PM'], dtype=object)
 array(['Saturday', '7AM–9PM'], dtype=object)
 array(['Sunday', '7AM–9PM'], dtype=object)
 array(['Monday', '7AM–9PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'],
      dtype=object), 'Activities': None, 'Amenities': array(['Good for kids', 'High chairs', 'Toilets', 'Wi-Fi'], dtype=object), 'Atmosphere': array(['Casual', 'Cosy'], dtype=object), 'Crowd': array(['Family friendly', 'Groups', 'Tourists'], dtype=object), 'Dining options': array(['Breakfast', 'Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'],
      dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Great coffee', 'Great dessert', 'Great tea selection',
       'LGBTQ-friendly'], dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Coffee', 'Comfort food', 'Healthy options',
       ""Kids' menu"", 'Late-night food', 'Quick bite', 'Small plates',
       'Wine'], dtype=object), 'Payments': array(['NFC mobile payments'], dtype=object), 'Planning': None, 'Popular for': array(['Breakfast', 'Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Outdoor seating', 'Curbside pickup', 'Delivery', 'Takeaway',
       'Dine-in'], dtype=object)}",Closed ⋅ Opens 7AM,Keith Evans,2021-04-07,5.0,"New review: We sat outside with our dog, had great service and delicious food. Thank you David for your service and for recommending the turkey dinner, it was just what I wanted. And my wife's stuffed pepper was big and yummy!

Previous review: My wife had the meatloaf dinner and I had the all you could eat fish. The food was as excellent as always. The service was not as good as usual. Their female servers are always wonderful but unfortunately we got a guy server who clearly is not cut out for the drive industry. He never once asked how our meals were, and in spite of being reminded twice that my wife's roll had not yet been provided, he never did bring it. And he never said anything about our empty glasses of water, so I had to stop him while he was attending to others. And when I did he brought me a glass of water but left my wife's empty one sit there. We'll be back because this is the only problem we've ever had and we love Our Place Dunedin, but we will request a different server if we get stuck with him.",2021
528866,Ida Claire,"Ida Claire, 10209 Rivercoast Dr, Jacksonville, FL 32246, United States","Laid-back eatery dishing up Southern comfort food classics & brunch staples, plus beer & cocktails.",30.256401,-81.5286679,['Southern restaurant (US)' 'New American restaurant'],4.4,938,$$,"[array(['Tuesday', '10AM–9PM'], dtype=object)
 array(['Wednesday', '10AM–9PM'], dtype=object)
 array(['Thursday', '10AM–10PM'], dtype=object)
 array(['Friday', '10AM–10PM'], dtype=object)
 array(['Saturday', '9AM–10PM'], dtype=object)
 array(['Sunday', '9AM–9PM'], dtype=object)
 array(['Monday', '10AM–9PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible entrance'], dtype=object), 'Activities': None, 'Amenities': array(['Good for kids', 'High chairs'], dtype=object), 'Atmosphere': array(['Casual', 'Cosy'], dtype=object), 'Crowd': array(['Groups', 'Tourists'], dtype=object), 'Dining options': array(['Dessert'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Great coffee', 'Great dessert'], dtype=object), 'Lodging options': None, 'Offerings': array(['Coffee', 'Comfort food', 'Happy-hour food', ""Kids' menu"",
       'Small plates'], dtype=object), 'Payments': None, 'Planning': array(['Accepts reservations'], dtype=object), 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Outdoor seating', 'Curbside pickup', 'Delivery', 'Takeaway',
       'Dine-in'], dtype=object)}",Closed ⋅ Opens 10AM,Jason Cousins,2021-05-31,5.0,Food was excellent !!! The price you pay is for precision cooking and atmosphere !!! The spiced grilled chicken was by far the best piece of chicken I have ever tried !! Service was excellent and the decor and atmosphere is nothing like you have experienced anywhere else!!! We had a great conversation with the GM Quentin and he made us feel right at home and welcomed and even sent us home with some great desserts !! If your ever in the area make sure you stop by and check it out !! Well worth the money !!,2021
542643,Applebee's Grill + Bar,"Applebee's Grill + Bar, 1975 N Military Trl, West Palm Beach, FL 33409, United States",Full-service chain bar & grill providing hearty American eats in an informal setting.,26.7060815,-80.11174729999999,"['Restaurant' 'American restaurant' 'Bar & grill' 'Diner'
 'Family restaurant' 'Hamburger restaurant' 'Steak house'
 'Traditional American restaurant']",3.7,1245,$$,"[array(['Monday', '11AM–11:30PM'], dtype=object)
 array(['Tuesday', '11AM–11:30PM'], dtype=object)
 array(['Wednesday', '11AM–11:30PM'], dtype=object)
 array(['Thursday', '11AM–11:30PM'], dtype=object)
 array(['Friday', '11AM–11:30PM'], dtype=object)
 array(['Saturday', '11AM–11:30PM'], dtype=object)
 array(['Sunday', '11AM–11:30PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating'], dtype=object), 'Activities': None, 'Amenities': array(['Bar on site', 'Good for kids', 'High chairs'], dtype=object), 'Atmosphere': array(['Casual', 'Cosy'], dtype=object), 'Crowd': array(['Groups', 'Tourists', 'University students'], dtype=object), 'Dining options': array(['Lunch', 'Dinner', 'Catering', 'Dessert'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Fast service', 'Great beer selection', 'Great cocktails',
       'Great dessert'], dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food',
       'Happy-hour drinks', 'Happy-hour food', 'Healthy options',
       ""Kids' menu"", 'Late-night food', 'Quick bite', 'Small plates',
       'Spirits', 'Wine'], dtype=object), 'Payments': array(['Debit cards', 'NFC mobile payments'], dtype=object), 'Planning': None, 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Outdoor seating', 'Delivery', 'Takeaway', 'Dine-in'], dtype=object)}",Open ⋅ Closes 11:30PM,Ezekiel Mobley,2021-05-30,4.0,Great service every item came out hot and delicious,2021
543908,Casa Tua Cucina,"Casa Tua Cucina, 70 SW 7th St, Miami, FL 33130, United States","Upscale food hall offering Italian pasta, pizza, salads, crudos & sweets, plus coffee & a bar.",25.7671784,-80.1943223,['Italian restaurant'],4.5,2418,$$$,"[array(['Monday', '9AM–11PM'], dtype=object)
 array(['Tuesday', '9AM–11PM'], dtype=object)
 array(['Wednesday', '9AM–11PM'], dtype=object)
 array(['Thursday', '9AM–11PM'], dtype=object)
 array(['Friday', '9AM–11PM'], dtype=object)
 array(['Saturday', '9AM–11PM'], dtype=object)
 array(['Sunday', '9AM–11PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible lift', 'Wheelchair-accessible seating',
       'Wheelchair-accessible toilet'], dtype=object), 'Activities': None, 'Amenities': array(['Bar on site', 'Good for kids', 'High chairs', 'Toilets', 'Wi-Fi'],
      dtype=object), 'Atmosphere': array(['Casual', 'Cosy', 'Upmarket'], dtype=object), 'Crowd': array(['Family friendly', 'Groups', 'Tourists'], dtype=object), 'Dining options': array(['Breakfast', 'Lunch', 'Dinner', 'Dessert', 'Seating'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Great coffee', 'Great dessert'], dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food',
       'Healthy options', ""Kids' menu"", 'Late-night food', 'Quick bite',
       'Salad bar', 'Small plates', 'Vegetarian options', 'Wine'],
      dtype=object), 'Payments': array(['Debit cards', 'NFC mobile payments', 'Credit cards'], dtype=object), 'Planning': None, 'Popular for': array(['Breakfast', 'Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeaway',
       'Dine-in'], dtype=object)}",Open ⋅ Closes 11PM,Shannon,2021-04-10,5.0,I love Italian food!! This place had many things that I believe would be in Italy if I went. I really enjoyed the ambiance and the whole dining experience with my friends. The salad that I got to try with my friend was actually great as well as the meat and cheese platter. The risotto I had was pretty good and the pizza was good as well. I fell in love with their desserts. The tiramisu and mousse were amazing! They were light and would melt in your mouth. The flavors were awesome! All the ingredients used in the dishes were fresh and all of the food purchased was definitely homemade. The drinks were even good. I will also admit that their bathroom was one of the nicest bathrooms I have ever seen. It literally had everything. It was crazy! The service was quick and good as well. I would definitely go again and hopefully get their pasta next time.,2021
558243,Ole Times Country Buffet,"Ole Times Country Buffet, 2469 W US Hwy 90 Ste 106, Lake City, FL 32055, United States","All-you-can-eat fried catfish & other Southern classics served in a homey, wood-paneled cafeteria.",30.1807114,-82.67209629999999,['Buffet restaurant'],4.4,1794,$,"[array(['Monday', '10:30AM–9PM'], dtype=object)
 array(['Tuesday', '10:30AM–9PM'], dtype=object)
 array(['Wednesday', '10:30AM–9PM'], dtype=object)
 array(['Thursday', '10:30AM–9PM'], dtype=object)
 array(['Friday', '10:30AM–9:30PM'], dtype=object)
 array(['Saturday', '10:30AM–9:30PM'], dtype=object)
 array(['Sunday', '10:30AM–8PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'],
      dtype=object), 'Activities': None, 'Amenities': array(['Good for kids', 'High chairs'], dtype=object), 'Atmosphere': array(['Casual', 'Cosy'], dtype=object), 'Crowd': array(['Groups', 'Tourists'], dtype=object), 'Dining options': array(['Catering', 'Dessert'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Fast service', 'Great coffee', 'Great dessert',
       'Great tea selection'], dtype=object), 'Lodging options': None, 'Offerings': array(['All you can eat', 'Coffee', 'Comfort food', 'Healthy options',
       ""Kids' menu"", 'Quick bite', 'Vegetarian options'], dtype=object), 'Payments': None, 'Planning': None, 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Takeaway', 'Dine-in', 'Delivery'], dtype=object)}",Opens soon ⋅ 10:30AM,Terry Jones,2021-06-11,3.0,Food is awesome as are the servers and wait staff. Very good place to sit down and eat some good country cooking. My only negative about this facility is that it could use a good cleaning and update. The bathrooms have been well used over the years as has much of the seats tables and carpet,2021
565843,Chuy's,"Chuy's, 3410 SW Archer Rd, Gainesville, FL 32608, United States","Chain serving ""big as yo' face"" burritos & other Tex-Mex dishes in kitschy, Elvis-heavy settings.",29.6274266,-82.3737934,['Tex-Mex restaurant' 'Mexican restaurant' 'Restaurant'],4.4,1921,$$,"[array(['Monday', '11AM–9PM'], dtype=object)
 array(['Tuesday', '11AM–9PM'], dtype=object)
 array(['Wednesday', '11AM–9PM'], dtype=object)
 array(['Thursday', '11AM–9PM'], dtype=object)
 array(['Friday', '11AM–10PM'], dtype=object)
 array(['Saturday', '11AM–10PM'], dtype=object)
 array(['Sunday', '11AM–9PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'],
      dtype=object), 'Activities': None, 'Amenities': array(['Bar on site', 'Good for kids', 'High chairs', 'Toilets', 'Wi-Fi'],
      dtype=object), 'Atmosphere': array(['Casual', 'Cosy'], dtype=object), 'Crowd': array(['Family friendly', 'Groups', 'Tourists', 'University students'],
      dtype=object), 'Dining options': array(['Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Great cocktails'], dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Happy-hour drinks',
       'Happy-hour food', 'Healthy options', ""Kids' menu"",
       'Late-night food', 'Quick bite', 'Spirits', 'Vegetarian options',
       'Wine'], dtype=object), 'Payments': array(['Debit cards'], dtype=object), 'Planning': array(['Accepts reservations'], dtype=object), 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Outdoor seating', 'Curbside pickup', 'Delivery', 'Takeaway',
       'Dine-in'], dtype=object)}",Closed ⋅ Opens 11AM,Jennifer Cobaugh,2021-05-10,5.0,The dips are amazing here! The jalapeño ranch dip is the best. Good place to go and get a quick bite and the atmosphere is so colorful and vibrant. I would recommend this location.,2021
580536,Mr. Tequila Authentic Mexican Restaurant,"Mr. Tequila Authentic Mexican Restaurant, In the Orange Blossom Plaza, 491 Cortez Rd W, Bradenton, FL 34207, United States","Vibrant, family-friendly choice for Mexican standards, weekday happy hours & margaritas.",27.4611079,-82.5667692,['Mexican restaurant'],4.1,1245,$$,"[array(['Monday', '11AM–9:30PM'], dtype=object)
 array(['Tuesday', '11AM–9:30PM'], dtype=object)
 array(['Wednesday', '11AM–9:30PM'], dtype=object)
 array(['Thursday', '11AM–9:30PM'], dtype=object)
 array(['Friday', '11AM–10:30PM'], dtype=object)
 array(['Saturday', '11AM–10:30PM'], dtype=object)
 array(['Sunday', '11AM–9:30PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'],
      dtype=object), 'Activities': None, 'Amenities': array(['Bar on site', 'Good for kids', 'High chairs', 'Toilets'],
      dtype=object), 'Atmosphere': array(['Casual', 'Cosy'], dtype=object), 'Crowd': array(['Family friendly', 'Groups', 'Tourists'], dtype=object), 'Dining options': array(['Lunch', 'Dinner', 'Dessert'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Fast service', 'Great cocktails'], dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Coffee', 'Comfort food', 'Healthy options',
       ""Kids' menu"", 'Quick bite', 'Small plates', 'Spirits',
       'Vegetarian options', 'Wine'], dtype=object), 'Payments': array(['Debit cards', 'Credit cards'], dtype=object), 'Planning': array(['Accepts reservations'], dtype=object), 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeaway',
       'Dine-in'], dtype=object)}",Closed ⋅ Opens 11AM,TheDradge,2021-01-08,5.0,Excellent decor and great food. Large portions and good service. Lots of drinks offers like buy one get one free (Dos Equis) for $3.99 (16oz). Will definitely be coming back here.,2021
592014,Mellow Mushroom St. Augustine,"Mellow Mushroom St. Augustine, 410 Anastasia Blvd, St. Augustine, FL 32080, United States","Funky, art-filled chain pizzeria featuring craft beer, calzones & creative stone-baked pizzas.",29.8910636,-81.2964725,"['Pizza restaurant' 'Caterer' 'Gluten-free restaurant' 'Restaurant'
 'Sandwich shop' 'Vegan restaurant']",4.4,2104,$$,"[array(['Monday', '11:30AM–9PM'], dtype=object)
 array(['Tuesday', '11:30AM–9PM'], dtype=object)
 array(['Wednesday', '11:30AM–9PM'], dtype=object)
 array(['Thursday', '11:30AM–9PM'], dtype=object)
 array(['Friday', '11:30AM–10PM'], dtype=object)
 array(['Saturday', '11:30AM–10PM'], dtype=object)
 array(['Sunday', '11:30AM–9PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'],
      dtype=object), 'Activities': None, 'Amenities': array(['Bar on site', 'Good for kids', 'High chairs', 'Toilets'],
      dtype=object), 'Atmosphere': array(['Casual', 'Cosy'], dtype=object), 'Crowd': array(['Groups', 'Tourists', 'University students'], dtype=object), 'Dining options': array(['Lunch', 'Dinner', 'Catering', 'Dessert'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Fast service'], dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food',
       'Happy-hour drinks', 'Happy-hour food', 'Healthy options',
       ""Kids' menu"", 'Late-night food', 'Organic dishes', 'Quick bite',
       'Small plates', 'Spirits', 'Vegetarian options', 'Wine'],
      dtype=object), 'Payments': array(['Debit cards', 'Credit cards'], dtype=object), 'Planning': array(['Accepts reservations'], dtype=object), 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Outdoor seating', 'Curbside pickup', 'Delivery', 'Takeaway',
       'Dine-in'], dtype=object)}",Closed ⋅ Opens 11:30AM,Maggie Foster,2021-06-02,3.0,"I ordered a gluten-free pizza with vegan cheese. I was so hungry by the time we got our food that I ate half the pizza before realizing that the crust didn't taste gluten-free. When we asked the server about it, she double checked and came back and told us it wasn't, even though she checked with the kitchen 3 times.
The manager comped our meal and made me a correct pizza.
I am visiting St Augustine but I don't think I'll be returning to this restaurant.",2021
604651,Lupton’s and RJ,"Lupton’s and RJ, 5025 E Fowler Ave, Tampa, FL 33617, United States",Longtime BBQ joint serving all-you-can-eat buffets all day long in a down-home setting.,28.053359999999998,-82.3999858,['Barbecue restaurant' 'Buffet restaurant' 'Caterer'],4.1,998,$,"[array(['Monday', '11AM–11PM'], dtype=object)
 array(['Tuesday', '11AM–11PM'], dtype=object)
 array(['Wednesday', '11AM–11PM'], dtype=object)
 array(['Thursday', '11AM–11PM'], dtype=object)
 array(['Friday', '11AM–11PM'], dtype=object)
 array(['Saturday', '11AM–11PM'], dtype=object)
 array(['Sunday', '11AM–11PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating'], dtype=object), 'Activities': None, 'Amenities': array(['Good for kids', 'High chairs', 'Toilets', 'Wi-Fi'], dtype=object), 'Atmosphere': array(['Casual', 'Cosy'], dtype=object), 'Crowd': array(['Family friendly', 'Groups', 'Tourists'], dtype=object), 'Dining options': array(['Breakfast', 'Lunch', 'Dinner', 'Catering', 'Dessert'],
      dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': array(['Great coffee', 'Great dessert', 'Great tea selection'],
      dtype=object), 'Lodging options': None, 'Offerings': array(['All you can eat', 'Beer', 'Coffee', 'Comfort food', 'Quick bite',
       'Salad bar'], dtype=object), 'Payments': array(['Debit cards'], dtype=object), 'Planning': None, 'Popular for': array(['Breakfast', 'Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Delivery', 'Takeaway', 'Dine-in'], dtype=object)}",Closed ⋅ Opens 11AM,Joe jk,2018-10-11,5.0,"Must try old fashioned family owned restaurant in Tampa, As the name suggests, it’s a great BBQ place. The food was fresh and loved the ribs. It was tender and yummy. The decor and food  was pleasant and nice. I should mention how the staff made us comfortable. While I was about to serve myself some ribs, the staff who was refilling the food asked me to wait for a second and she got a fresh stock of ribs( though the food in pan was not dried at all) , that was really thoughtful and it added to the pleasure of eating there. I would definitely go back and will invite and suggest  all friends and family.  You guys are amazing. Cheers :)",2018
609711,Off The Hook at Inlet Harbor,"Off The Hook at Inlet Harbor, 133 Inlet Harbor Rd, Ponce Inlet, FL 32127, United States",A large terrace sits above the water at this bar/restaurant preparing grilled meats & fresh seafood.,29.0908002,-80.9399731,['Seafood restaurant' 'Bar'],4.4,1931,$$,"[array(['Monday', '11:30AM–9PM'], dtype=object)
 array(['Tuesday', '11:30AM–9PM'], dtype=object)
 array(['Wednesday', '11:30AM–9PM'], dtype=object)
 array(['Thursday', '11:30AM–9PM'], dtype=object)
 array(['Friday', '11:30AM–10PM'], dtype=object)
 array(['Saturday', '11:30AM–10PM'], dtype=object)
 array(['Sunday', '11:30AM–10PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'],
      dtype=object), 'Activities': None, 'Amenities': array(['Bar on site', 'Good for kids', 'High chairs', 'Toilets', 'Wi-Fi'],
      dtype=object), 'Atmosphere': array(['Casual', 'Cosy'], dtype=object), 'Crowd': array(['Family friendly', 'Groups', 'Tourists'], dtype=object), 'Dining options': array(['Lunch', 'Dinner', 'Dessert', 'Seating'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Great dessert', 'LGBTQ-friendly', 'Live music', 'Sport'],
      dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food',
       'Happy-hour drinks', 'Happy-hour food', 'Healthy options',
       ""Kids' menu"", 'Late-night food', 'Quick bite', 'Small plates',
       'Spirits', 'Vegetarian options', 'Wine'], dtype=object), 'Payments': array(['Debit cards', 'Credit cards'], dtype=object), 'Planning': None, 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Outdoor seating', 'Curbside pickup', 'Takeaway', 'Dine-in',
       'Delivery'], dtype=object)}",Closed ⋅ Opens 11:30AM,Craig's Travels,2021-05-12,5.0,"This place is great!!! It may take a while to get here if don't live in the ponce inlet area but, it is definitely worth the trip. The view is spectacular from the deck. The outdoor bar is awesome and so are the bartenders. They have a dock so bring your boat and enjoy this place  the food was great, I tried several items from the menu and it was all really good!!! The oysters seemed to be the big thing here, I noticed almost everyone around me ordered them!!! The staff was great and on point, the food service was great, the menu was great and I truly enjoyed my experience here!!! I highly recommend this place!!! I am certain you won't be disappointed!!!",2021
610921,Stonewood Grill & Tavern,"Stonewood Grill & Tavern, 100 S Atlantic Ave, Ormond Beach, FL 32176, United States","Chophouse chain serving surf 'n' turf, wine & cocktails in a stylish dining room & bar.",29.289105,-81.0390212,"['American restaurant' 'Bar & grill' 'Restaurant' 'Seafood restaurant'
 'Steak house' 'Wine bar']",4.5,1407,$$$,"[array(['Monday', '4–9PM'], dtype=object)
 array(['Tuesday', '4–9PM'], dtype=object)
 array(['Wednesday', '4–9PM'], dtype=object)
 array(['Thursday', '4–9PM'], dtype=object)
 array(['Friday', '4–10PM'], dtype=object)
 array(['Saturday', '4–10PM'], dtype=object)
 array(['Sunday', '11AM–9PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance'],
      dtype=object), 'Activities': None, 'Amenities': array(['High chairs'], dtype=object), 'Atmosphere': array(['Casual', 'Cosy', 'Romantic', 'Upmarket'], dtype=object), 'Crowd': array(['Family friendly', 'Groups', 'Tourists'], dtype=object), 'Dining options': array(['Breakfast', 'Dessert', 'Seating'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Great coffee', 'Great dessert', 'Great tea selection',
       'Live music'], dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Coffee', 'Comfort food', 'Happy-hour drinks',
       'Happy-hour food', 'Healthy options', ""Kids' menu"",
       'Late-night food', 'Small plates'], dtype=object), 'Payments': None, 'Planning': array(['Dinner reservations recommended', 'Accepts reservations',
       'Usually a wait'], dtype=object), 'Popular for': array(['Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Outdoor seating', 'Curbside pickup', 'No-contact delivery',
       'Delivery', 'Takeaway', 'Dine-in'], dtype=object)}",Closed ⋅ Opens 4PM,FranciPants Talley,2021-05-31,5.0,"This place is amazing. The atmosphere was pleasant and the staff was above and beyond... especially our server Gaby Copello, she was more than 5 stars. She deserves to be treated like the best at all times",2021
618936,Joe's Stone Crab Restaurant,"Joe's Stone Crab Restaurant, 11 Washington Ave, Miami Beach, FL 33139, United States","Cavernous, bustling space open October-May & drawing crowds for crab, Key lime pie & more.",25.7691596,-80.1351506,['Seafood restaurant' 'Fine dining restaurant'],4.6,6388,$$$,"[array(['Sunday', '11:30AM–9PM'], dtype=object)
 array(['Monday', '11:30AM–9PM'], dtype=object)
 array(['Tuesday', '11:30AM–9PM'], dtype=object)
 array(['Wednesday', '11:30AM–9PM'], dtype=object)
 array(['Thursday', '11:30AM–9PM'], dtype=object)
 array(['Friday', '11:30AM–9PM'], dtype=object)
 array(['Saturday', '11:30AM–9PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'],
      dtype=object), 'Activities': None, 'Amenities': array(['Bar on site', 'Good for kids', 'High chairs', 'Toilets', 'Wi-Fi'],
      dtype=object), 'Atmosphere': array(['Cosy', 'Historic', 'Upmarket'], dtype=object), 'Crowd': array(['Groups', 'Tourists'], dtype=object), 'Dining options': array(['Lunch', 'Dinner', 'Dessert', 'Seating'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required', 'Staff wear masks',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Great cocktails', 'Great coffee', 'Great dessert'], dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food',
       'Healthy options', ""Kids' menu"", 'Late-night food', 'Small plates',
       'Vegetarian options', 'Wine'], dtype=object), 'Payments': array(['Debit cards', 'Credit cards'], dtype=object), 'Planning': array(['Lunch reservations recommended',
       'Dinner reservations recommended', 'Accepts reservations',
       'Usually a wait'], dtype=object), 'Popular for': array(['Breakfast', 'Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeaway',
       'Dine-in'], dtype=object)}",Closed ⋅ Opens 11:30AM Mon,Jerry Rudoff,2021-06-04,4.0,"Of course Joe's is famous for the stone crab claws.. BUT IMHO that the best item on the menu is............................. the fried chicken.. it's great. And yes, the waiter service is superb. If I had one criticism, it would be the price of their cocktails. Too little and too expensive. But we will keep coming back after all these years.",2021
