name_y,resumen_reseñas,avg_rating,latitude_x,longitude_x,address
Bolay,"Driving along and was hungry after a workout and saw ‘Bolay’ - busted a u-turn and googled it. Liked what I saw .. you pick your base, veggies and protein .. not complicated.",5.0,27.9380638,-82.30823319999999,"Bolay, 1544 W Brandon Blvd, Brandon, FL 33510"
EB Auto Body Supply & Tool,"Knowledgeable, helpful, and had what I needed, I will be back.",4.2,27.9671249,-82.3805508,"EB Auto Body Supply & Tool, 6616 E Broadway Ave, Tampa, FL 33619"
Restaurante Latino,Delicious and fair pricing not much more to say,4.4,27.9666746,-82.3734807,"Restaurante Latino, 7309 E Broadway Ave, Tampa, FL 33619"
Chuchy's Cafe,"This is my 3rd visit and of course, they are good! The ladies in the front are nice & polite.",4.6,27.9406457,-82.3467785,"Chuchy's Cafe, 9641 Palm River Rd, Tampa, FL 33619"
Reds BBQ Food Truck,"Great food, great service,great guys. If you’re looking for an awesome food truck to check out in St.Petersburg give these guys a try!",4.5,27.7776145,-82.6787001,"Reds BBQ Food Truck, 3325 5th Ave N, St. Petersburg, FL 33711"
Latin Bowl Restaurant - Brandon,First time in and I was impressed! The bowl was more than enough in size.,4.7,27.9211334,-82.3169621,"Latin Bowl Restaurant - Brandon, 1955 W Lumsden Rd, Brandon, FL 33511"
La Poblanita Taquería & Antojitos,"Absolutely love this place! Their tostadas are amazing, the best I’ve had.",4.4,27.9381367,-82.3099366,"La Poblanita Taquería & Antojitos, 1640 W Brandon Blvd, Brandon, FL 33511"
Little Caesars Pizza,To be honest I dont eat here much. Light the bread and sauce.,3.8,27.941315,-82.371735,"Little Caesars Pizza, 7444 Palm River Rd, Tampa, FL 33619"
Bradleys Family Restaurant,First of all let me just say the experience was WONDERFUL!!! I thought my grandma was back there  throwing down!!,4.7,27.9219318,-82.3702156,"Bradleys Family Restaurant, 7613 Causeway Blvd, Tampa, FL 33619"
Dunkin',"When I ordered a dozen Donuts and Bagels, we were given everything and told ""Have A Nice Day"". But was not given what was ordered.",4.0,27.9135726,-82.3476487,"Dunkin', 3872 US-301 S, Riverview, FL 33578"
Eddie Palmer Mobile Detailing/ A Touch of Class Mobile Detailing and Car Wash,"This is a 4 year old vehicle that looks brand new. Mike did a fantastic job on my wife’s truck, she is very happy with it.",4.9,27.9773516,-82.0994122,"Eddie Palmer Mobile Detailing/ A Touch of Class Mobile Detailing and Car Wash, and fully mobile, 2930 Jap Tucker Rd, Plant City, FL 33566"
Tienda Mexicana Hidalgo,And very cheap. $2 taco.,4.4,27.841044,-82.38210149999999,"Tienda Mexicana Hidalgo, 11101 US Hwy 41 S, Gibsonton, FL 33534"
DiMisa™️ Gourmet Sicily + Dolci,Fantastic classic italian food the baked zitia was excellently seasoned. The sauce was creamy and had whole tomatoes!,4.5,27.8704035,-82.3269432,"DiMisa™️ Gourmet Sicily + Dolci, 8205 US-301, Riverview, FL 33578"
TacoSchool El Compadre,Very tasty food. Thank you guys,4.5,27.8603533,-82.3273409,"TacoSchool El Compadre, 9401 US-301, Riverview, FL 33578"
SERVPRO of Brandon / North Riverview,Leslie was amazing! Being a first time home buyer it is scary seeing mold in your house.,5.0,27.8869676,-82.3285729,"SERVPRO of Brandon / North Riverview, 6528 US-301 Building 109, Riverview, FL 33578"
Super Market Riverview,What can I say great food. At any time.,4.8,27.8589941,-82.3274404,"Super Market Riverview, 9613 US-301, Riverview, FL 33578"
MOCA Asian Cuisine,"I was so excited to try this place because of the reviews, we tried the  cheese wanton, chicken fried rice,shrimp fried rice,sesame chicken and chicken pad thai. The best part of the order was the steam rice, that gives you an idea.",4.7,27.8546902,-82.31633599999999,"MOCA Asian Cuisine, 11244 Boyette Rd, Riverview, FL 33569"
Wendy's,"Square burgers, delicious greasy square burgers that light my taste buds up. Suffice to say I could have Wendy's every day of the week and this location is quick to serve.",3.7,27.8565725,-82.3287119,"Wendy's, 10529 Gibsonton Dr, Riverview, FL 33578, United States"
Rosemary Grill,"Overcharged me for an order... the Gyro combo was $7.99 & included fries and I ended up paying $12.47 because the guy (supposedly the co-owner) at the counter decided to  ring everything separately... charged for the soda separately and kept the fries... if I was paying full price for the onion rings instead of an up-charge, I should have kept the fries since they were included in the combo originally. He played a good trick.",4.2,27.8477602,-82.3517241,"Rosemary Grill, 10660 New East Bay Rd, Gibsonton, FL 33534"
Arepas Donde Flor,Food is tasty but the wait time was over 45 mins! It is good to order online and pick up from this place.,4.8,27.827113,-82.33074959999999,"Arepas Donde Flor, 11815 US-301, Riverview, FL 33578"
El Rincon,Driven past this place for years and let me tell you I'm so glad I stopped. Food is absolutely amazing!,4.5,27.8410248,-82.38214409999999,"El Rincon, 11101 s, US Hwy 41 S, Gibsonton, FL 33534"
Hot N Crazy Crab,I love this place! Always super fresh seafood and a very rare treat to find fresh oysters at a decent price.,4.5,27.8926882,-82.28412689999999,"Hot N Crazy Crab, 133 E Bloomingdale Ave, Brandon, FL 33511, United States"
Taqueria El Sol,No frills. No fuss.,4.6,27.7121879,-82.2979543,"Taqueria El Sol, 702 Railroad St, Wimauma, FL 33598, United States"
Subway,I love subway I always get my favorite chicken teriyaki ...but oven baked cuz sometimes the bread a little hard,4.2,29.9216541,-82.1303705,"Subway, 14500 US Hwy 301, South, Starke, FL 32091"
Texas Roadhouse,Love the cinnamon butter for the rolls. Love the loaded sweet potato.,4.3,27.79855,-82.33391999999999,"Texas Roadhouse, 13006 US-301, Riverview, FL 33578, United States"
Cajun Crab House,Good opening experience. Alicia was super friendly and made my dining experience welcoming.,3.8,27.7684201,-82.3365336,"Cajun Crab House, 14323 US-301, Riverview, FL 33578"
Latitudes Apollo,"I was there for a baby shower and Ebony was so patient with all of us. The food was pretty good, the beef tips were by far the best.. not impressed with the backend grouper.",4.2,27.7509145,-82.412545,"Latitudes Apollo, 131 Harbor Village Lane, Apollo Beach, FL 33572, United States"
Hibachi Express,They have a really good lunch special. Great price and nice portion of food.,3.8,27.714332,-82.39121279999999,"Hibachi Express, 3064 College Ave, Ruskin, FL 33570"
Taqueria Los 7 Hermanos,"Got 3 chicken tacos two steak tacos this place was already told to me as a great option my my babymom long ago, I had avoided trying it simply because she told me about it but then I definately love it be careful driving around there",4.8,27.7202397,-82.4199285,"Taqueria Los 7 Hermanos, 1115 Shell Point Rd E, Ruskin, FL 33570"
Kombo Kitchen - Thai and American,"Great people, great service, fanatic Thai food, good prices and a military discount as well. Can not be beat in tampa.",4.9,27.8919816,-82.4941206,"Kombo Kitchen - Thai and American, 5009 S MacDill Ave, Tampa, FL 33611"
Lazy Gator Ruskin LLC,The food was great. Food Prices are excellent.,4.9,27.7204117,-82.43554979999999,"Lazy Gator Ruskin LLC, 102 W Shell Point Rd, Ruskin, FL 33570"
Wild n Smokey BBQ,We like going to local restaurants. Portions weren't too bad.,3.9,27.7644223,-82.3959986,"Wild n Smokey BBQ, 6032 N U.S. Hwy 41, Apollo Beach, FL 33572"
Jersey Mike's Subs,Always a pleasure whenever I go in! It's so clean and the place has the best staff in the business.,4.3,27.892962,-82.505775,"Jersey Mike's Subs, 3684 W Gandy Blvd Ste. 206, Tampa, FL 33611, United States"
Starbucks,I stopped in around 8:15 to 8:30 on a Friday evening and the girl that took my order had no personality and couldn't smile for some reason. That's not t he normal Starbucks greeting/experience I am used to!,4.2,27.8940866,-82.5036677,"Starbucks, 3619 W Gandy Blvd, Tampa, FL 33611, United States"
Antojitos Mexicanos,"Tacos were delicious, pastor and carne asada were perfect.",4.2,27.8794164,-82.5062741,"Antojitos Mexicanos, 6118 S Dale Mabry Hwy, Tampa, FL 33611"
Factory@4914 - South Tampa Social Club,"The best smoked meat in the Tampa bay area. I just love it , very delicious 😋.",4.8,27.8927742,-82.493599,"Factory@4914 - South Tampa Social Club, 4914 S MacDill Ave, Tampa, FL 33611"
Beccofino Italian Bistro,"When you have a family telling you about how they own the place, they cook, they make there own cheeses and you watch them cook infront of you and put every bit of love into that food. To see people who knew each other visit other tables, to see guests greeted with a hug at the door, to see an Italian grandma tell us how she came to see her grandkids who worked there because she loves how they cook.",4.6,27.8827209,-82.49369759999999,"Beccofino Italian Bistro, 5712 S MacDill Ave, Tampa, FL 33611"
Mr. & Mrs. Crab,My friend liked her fish and chips. There was no grilled fish or much of anything other than fried fish and crab on the menu.,4.6,27.8928949,-82.52047619999999,"Mr. & Mrs. Crab, 4426 W Gandy Blvd, Tampa, FL 33611, United States"
Jazz Thai,"We came for dinner on a Tuesday, and the food was great. I'd been wanting to try this place for quite a while and was not disappointed.",4.7,27.9014895,-82.5059127,"Jazz Thai, 4516 S Dale Mabry Hwy, Tampa, FL 33611"
Berry Boss Açaî,STOKED this is in my neighborhood. Cute and simple interior.,4.5,27.8143294,-82.6382886,"Berry Boss Açaî, 4615 4th St N, St. Petersburg, FL 33703"
Lingr Restaurant,"Lingr was a great experience from start to finish. We didn’t have a reservation, but the owner was able to accommodate us.",4.7,27.7668844,-82.6413176,"Lingr Restaurant, 400 6th St S, St. Petersburg, FL 33701"
Applebee's Grill + Bar,Got there and waited another 22mins for food and there was not many people in there at all. I don't normally have problems with Applebee's but I guess they don't really have it together at that location or the manager needs to have more employees working instead of standing around talking and ignoring paying guest.,3.9,27.8151025,-82.6390174,"Applebee's Grill + Bar, 4700 4th St N, St. Petersburg, FL 33703, United States"
Red Mesa Restaurant,The food was so good! The sever we had was wonderful he helped us out when picking our meals and drinks.,4.5,27.8168237,-82.63897279999999,"Red Mesa Restaurant, 4912 4th St N, St. Petersburg, FL 33703, United States"
Clean Juice,Nice place. Fresh juice was good.,4.2,27.7889963,-82.6386969,"Clean Juice, 1804 4th St N, St. Petersburg, FL 33704"
Chopstick Express,"A little pricey, but food is made fresh when you order it and the staff is always nice. If you get anything fried be prepared to wait a bit, bc they do cook it to order.",4.4,27.808233,-82.63892249999999,"Chopstick Express, 3946 4th St N, St. Petersburg, FL 33703, United States"
4th Street Pizza,"I buy slices here & have always loved them. I got home & not only did it have triangle screen marks on the bottom, it was very scant on the toppings.",4.3,27.8014468,-82.6377969,"4th Street Pizza, 3187 4th St N, St. Petersburg, FL 33704, United States"
Harvey's 4th Street Grill,The food was delicious and the service was amazing. Our server was very attentive and made sure we felt right at home.,4.5,27.8004957,-82.63770009999999,"Harvey's 4th Street Grill, 3121 4th St N, St. Petersburg, FL 33704, United States"
Outback Steakhouse,"This is the worst Outback for Togo that I’ve ever experienced. Tonight I placed an order online and when I got to the store (about an hour after ordering), the employee came out with my bag and said that they didn’t have one of the items I had ordered.",4.2,27.7898345,-82.6387676,"Outback Steakhouse, 1900 4th St N, St. Petersburg, FL 33704, United States"
Mio’s Grill & Cafe,My mother and I went here because we were up in St Pete and she saw the place and thought it looked good. The food was delicious!,4.9,27.7724168,-82.635294,"Mio’s Grill & Cafe, 119 2nd St N, St. Petersburg, FL 33701, United States"
The Lure,"Good dinner at the Lure. Close to the Floridian Social Club, which is a great place to visit after.",4.4,27.7713317,-82.6428909,"The Lure, 661 Central Ave N, St. Petersburg, FL 33701"
The Library - inspired by the George Peabody Library,The 4-top next to us had 2 very well behaved dogs that were a joy to be around. We had made reservations and were glad that we had.,4.5,27.7639995,-82.6397272,"The Library - inspired by the George Peabody Library, 600 5th St S, St. Petersburg, FL 33701"
Mullet's Fish Camp & Market,"Great new menu. Wonderful atmosphere, soft opening right now and open till 930.",4.8,27.7334009,-82.64115749999999,"Mullet's Fish Camp & Market, 3901 6th St S, St. Petersburg, FL 33705"
Mini Restaurant,Big meaty blue crab. Friendly service.,4.4,27.7528711,-82.6380382,"Mini Restaurant, 1740 4th St S, St. Petersburg, FL 33701"
Courigan's Irish Pub,Place was cool and authentic in look. Food was just ok.,4.4,27.7704677,-82.6336135,"Courigan's Irish Pub, 1 Beach Dr SE #41, St. Petersburg, FL 33701, United States"
MacDinton's St Pete,It wasn't a busy afternoon but it took a bit to get waited on (only 2 other patrons who appeared to be regulars). No wine to be had (despite the signs saying they had wine) but my Black and Tan was okay.,4.2,27.7718136,-82.63637949999999,"MacDinton's St Pete, 242 1st Ave N, St. Petersburg, FL 33701, United States"
Copper Shaker,"I attended a private event held here as a vendor. Alec, the manager, was very accommodating and helpful.",4.5,27.7723137,-82.6349515,"Copper Shaker, 169 1st Ave N, St. Petersburg, FL 33701, United States"
Nature's Table DTSP [SPC Downtown Campus],Great place to grab a quick lunch. Gentleman that help me was courteous polite and just a genuine nice guy.,4.4,27.7730815,-82.63675289999999,"Nature's Table DTSP [SPC Downtown Campus], 163 3rd St N, St. Petersburg, FL 33701"
Annata Wine Bar,We went there after visiting the local museum and almost left after the almost rude hostess told us she could seat us but had to have the table back at 7pm. It was 4:15pm and I don’t typically spend more than 2 hours at a bar even when eating so this was just a weird way to start off.,4.7,27.7755612,-82.6322857,"Annata Wine Bar, 300 Beach Dr NE #128, St. Petersburg, FL 33701"
Fado Portuguese Cuisine,"Excellent Portuguese cuisine, sangria and seafood. Good service, beautiful restaurant.",4.8,27.7777744,-82.6392707,"Fado Portuguese Cuisine, 435 5th Ave N, St. Petersburg, FL 33701"
Taco Dirty,"I am a regular customer since I LOVE the authenticity, flavor and the gluten free and vegetarian options, but I HATE the cold tortillas. Why do you think this tastes good?",3.9,27.8126045,-82.6382869,"Taco Dirty, 4447 4th St N, St. Petersburg, FL 33703"
Trip's Diner,Always great food for a good price. Service is friendly but never overbearing.,4.6,27.793734,-82.646497,"Trip's Diner, 2339 Dr M.L.K. Jr St N, St. Petersburg, FL 33704, United States"
Davidson Fine Art,"Following the advice of the St Petersburg Museum of History, I asked Davidson Fine Art to restore and frame an historic sepia tone photograph. The source material was a 100-year-old print.",4.8,27.77079,-82.661023,"Davidson Fine Art, 2036 Central Ave, St. Petersburg, FL 33712"
The Burg Bar & Grill,Great little spot. Definitely lives up to the name.,4.5,27.7708756,-82.65742159999999,"The Burg Bar & Grill, 1752 Central Ave, St. Petersburg, FL 33712, United States"
Subway,"Very clean, staff very friendly & courteous. Sandwich was prepared exactly as I wish and I will be coming back.",3.6999999999999997,27.748551,-82.6984557,"Subway, 4745 22nd Ave S, St. Petersburg, FL 33711"
Mama G's St. Pete,"Delicious loaves of freshly baked bread! The staff were very helpful, and sweet.",4.8,27.8206743,-82.7187601,"Mama G's St. Pete, 6114 54th Ave N, Kenneth City, FL 33709, United States"
Dunkin',They had nothing that we wanted. They never have anything.,3.6,27.7829687,-82.7173947,"Dunkin', 1100 Tyrone Blvd N, St. Petersburg, FL 33710, United States"
Egg Haven Cafe,My first time visiting and the staff was amazing. Very friendly and helpful.,4.4,27.8046406,-82.72820229999999,"Egg Haven Cafe, 3601 66th St N, St. Petersburg, FL 33710"
Gianni's NY Pizza,"Let me start with, I am a traditional east coast, cheese pie Puritan. The service was good, staff was very polite and accommodating.",4.5,27.7821922,-82.7138544,"Gianni's NY Pizza, 936 58th St N, St. Petersburg, FL 33710, United States"
22 South Food Hall,"Each gentleman who worked there came over to check on us and say hello, they were just lovely. Apparently they have music on the weekend too.",4.8,27.7633387,-82.66289259999999,"22 South Food Hall, 642 22nd St S, St. Petersburg, FL 33712"
Three Generations Food Truck,"Lobster, Shrimp and Grits were Amazing. The chicken was awesome but the waffles needed more sauce and crunch.",4.6,27.7473721,-82.6718664,"Three Generations Food Truck, 2830 22nd Ave S, St. Petersburg, FL 33712"
COBBSTERS KITCHEN & BAR,Luxury movie theater with full bar and good food but couldn't believe they didn't have real nacho cheese....lol,4.2,27.7971756,-82.7363785,"COBBSTERS KITCHEN & BAR, St. Petersburg, FL 33710"
Maki Of Japan,"Been going here since I was a child, I would always recommend the chicken teriyaki fried rice no vegetables, extra teriyaki sauce! This is a comfort food!!",3.4,27.7934319,-82.7336622,"Maki Of Japan, St. Petersburg, FL 33710"
Sam’s seafood & chicken,You can tell there is an new owner at this place. New staff who makes you feel welcome and great customer service.,4.2,27.7705811,-82.6774768,"Sam’s seafood & chicken, 3210 Central Ave, St. Petersburg, FL 33712"
Lil Net’s Home Style Cooking,"The people inside and outside the restaurant were so kind and the food was amazing. To top it all off, I was able to get food past 2 in the morning.",4.2,27.7550813,-82.65455589999999,"Lil Net’s Home Style Cooking, 1500 16th St S, St. Petersburg, FL 33705"
Fo'Cheezy Twisted Meltz,Great spot and crazy delicious food. We tried the Triple OG and The War Pig with loaded tots.,4.8,27.7347551,-82.7462401,"Fo'Cheezy Twisted Meltz, 6305 Gulf Blvd, St Pete Beach, FL 33706"
El Maguey Mexican Restaurant,"Fajita was amazing! Served with a smile, the helping was generous as expected.",4.2,27.8111694,-82.7281756,"El Maguey Mexican Restaurant, 4327 66th St N, Kenneth City, FL 33709, United States"
Cicis,"The food was good and hot was hot and cold was cold. The pasta and Alfredo is awesome,  my favorite item there.",3.8,27.815109,-82.7272141,"Cicis, 4743 66th St N, St. Petersburg, FL 33709, United States"
The Chicken Spot,Went here with a few buddies for lunch and the food was great! We ordered several items off the menu and all tasted superb.,2.3,27.7708757,-82.6506335,"The Chicken Spot, 1120 Central Ave, St. Petersburg, FL 33705"
Lorene's Fish House,This is one of the best black owned restaurants in all of St. Pete.,4.4,27.7604914,-82.6631,"Lorene's Fish House, 927 22nd St S, St. Petersburg, FL 33712"
Bayou Market and Cafe,The owner is extremely friendly and polite. They offer weekly menu and every day serves different type of New Orleans style dishes and soups.,4.8,27.7705478,-82.7292666,"Bayou Market and Cafe, 6630 Central Ave, St. Petersburg, FL 33707"
Bite Squad,"Called restaurant, food got made when I placed the order. It's currently been sitting there over 30 minutes now.",3.8,27.883352,-82.6960536,
Glenn's MG & British Car Repair,"I called them today to let them know I had some concerns about the car and wanted to come in earlier. Now if you own an MGB, you would know that a place like this would be extremely busy.",4.7,27.807175,-82.676464,"Glenn's MG & British Car Repair, 3130 39th Ave N, St. Petersburg, FL 33714"
Culver's,Where do I begin? No wimpy sandwich here...all beef all the time.,4.4,27.786162,-82.67884769999999,"Culver's, 1451 34th St N, St. Petersburg, FL 33713, United States"
Chile Verde Restaurant,Best truly authentic Mexican restaurant in Pinellas county. This is NOT texmex it's the real deal.,4.4,27.7923034,-82.6717109,"Chile Verde Restaurant, 2801 22nd Ave N, St. Petersburg, FL 33713, United States"
Captain Crab - 49th St.,I ordered the small Captain basket with the shrimp and the catfish. So if you want catfish I would recommend it and if you like hush puppies I would recommend it.,3.7,27.7671426,-82.7001074,"Captain Crab - 49th St., 401 49th St S, St. Petersburg, FL 33707"
Full Plate,"Massive portions, excellent food. The wings (both regular and boneless) are great, but my favorite is the gyro bowl.",4.8,27.7561387,-82.7000297,"Full Plate, 1431 49th St S, Gulfport, FL 33707"
Bacon Bitch,"It was lively, energetic and worth my first time experience!!! The employees were friendly and the food and drinks were on point",2.6,27.7708757,-82.6506335,"Bacon Bitch, 1120 Central Ave, St. Petersburg, FL 33705"
Stone Soup Cafe & Pub,"This place not just for soup, they have sandwiches, chicken wings among other items. I do see some here just for drinks (alcohol).",4.5,27.8097878,-82.6552734,"Stone Soup Cafe & Pub, 4122 16th St N, St. Petersburg, FL 33703, United States"
Jersey Mike's Subs,"Their largest size seems a bit pricey, but is totally worth it, IMO. The overall atmosphere  was similar to a lot of competitors, but the friendly staff and gigantic sandwiches made it so I already know what my next order will be when I return.",4.1,27.836504,-82.68339499999999,"Jersey Mike's Subs, 7066 US Hwy 19 N, Pinellas Park, FL 33781"
McDonald's,They are definitely conveniently located in Walmart. Do your shopping and get something to eat.,3.5,27.8451999,-82.68491329999999,"McDonald's, 8001 US Hwy 19 N, Pinellas Park, FL 33781, United States"
PDQ Restaurant,If you like chicken and salads then you will really like the menu at PDQ. This restaurant which is conveniently located off of Park Avenue is a very large restaurant with great food.,4.4,27.8395866,-82.6964149,"PDQ Restaurant, 4601 Park Blvd N, Pinellas Park, FL 33781, United States"
IHOP,"Slow,crowded and expensive. My pancake combo came with 2 small pancakes, 2 sausage links, small pile of scrambled eggs and small little thing of hash browns.",4.2,27.8398701,-82.6971707,"IHOP, 4671 Park Blvd N, Pinellas Park, FL 33781, United States"
Tasty Pho,"Good food, good service, nicely appointed, clean restaurant and bathroom. Competitive prices and selection.",4.4,27.8397435,-82.7011466,"Tasty Pho, 7430 49th St N, Pinellas Park, FL 33781, United States"
Burger King,"ALWAYS SOO SLOW! This time not only slow, food was cold, didn't get what I asked for, didn't get straws for drinks or napkins.",3.6,27.8387485,-82.72754979999999,"Burger King, 6590 Park Blvd N, Pinellas Park, FL 33781, United States"
Tropical Smoothie Cafe,My lunch was full of fatty chicken it was gross. It's already a small container and it was half full.,4.1,27.8388593,-82.72403299999999,"Tropical Smoothie Cafe, 6400 Park Blvd N, Pinellas Park, FL 33781, United States"
Señor Taco Mexican Restaurant,The food was great and reasonably priced. The only reason I didn't give them 5 stars was because the servers were not as attentive as I am used to.,4.5,27.8394595,-82.7246727,"Señor Taco Mexican Restaurant, 6447 Park Blvd N #1, Pinellas Park, FL 33781"
Lotus Vegan Restaurant,"I gave it four stars because their tip calculator at the bottom of the bill is way off. All in all, my food and smoothie were excellent.",4.6,27.8394325,-82.72783989999999,"Lotus Vegan Restaurant, 6575 Park Blvd N, Pinellas Park, FL 33781, United States"
Moonlight Teahouse,Came in for boba tea. Great variety of flavors.,4.7,27.839556,-82.719056,"Moonlight Teahouse, 6129 Park Blvd N, Pinellas Park, FL 33781"
Pinellas Grill,Got the reds for lunch. Wow.,4.4,27.8598458,-82.7282695,"Pinellas Grill, 9711 66th St N, Pinellas Park, FL 33782, United States"
Twistee Treat Pinellas Park,First time at this Twistee Treat. The soft serve is awesome!,4.5,27.8552726,-82.6938107,"Twistee Treat Pinellas Park, 4556 Mainlands Blvd W, Pinellas Park, FL 33782, United States"
Paul Davis Restoration of Pinellas County,"Ryan, I want to thank you, your crew and your sub-contractors for the great job you did on my kitchen restoration. Zach, Rich, and Tyler, were incredibly patient in taking time to explain the process, they were polite, professional and took care that the rest of my home was kept clean while doing the mold remediation and removal.",3.7000000000000006,27.871207,-82.69774,"Paul Davis Restoration of Pinellas County, 10950 47th St, Clearwater, FL 33762"
SERVPRO of Central St. Petersburg/Pinellas Park,"But it was three days later when the insurance adjuster came that we found out that they would  be charging $3000 of the $10,000 budget of the claim cap. Then we want a charger amount just for the fans and stuff for the 3 days.",4.9,27.8911342,-82.68513519999999,"SERVPRO of Central St. Petersburg/Pinellas Park, 3798 131st Ave N, Clearwater, FL 33762"
Bright Ice,The ice cream is nice and the flavors are intriguing. The aesthetics are very modern and pleasing to the eye.,4.9,27.8395685,-82.7100754,"Bright Ice, 5591 Park Blvd N, Pinellas Park, FL 33781, United States"
Patti's Kitchen thai street noodles,Simple restaurant with fusion thai food. The noodle dishes are great with good portion.,4.8,27.8394649,-82.7268213,"Patti's Kitchen thai street noodles, 6527 Park Blvd N, Pinellas Park, FL 33781"
La Gloria Mexican Restaurant-Pinellas Park,"Great price,good authentic mex. Food,nice atmosphere",4.2,27.8396072,-82.69512929999999,"La Gloria Mexican Restaurant-Pinellas Park, 4505 Park Blvd N, Pinellas Park, FL 33781"
Maria Banana Café,This was my first time going here for lunch and the food was amazing! I was an exchange student with Rotary in Brazil for a year and I missed the culture and food so much.,4.7,27.8568248,-82.6489677,"Maria Banana Café, 1108 94th Ave N, St. Petersburg, FL 33702"
Florida Body Shop Inc,Fantastic experience. The owner is very knowledgeable and professional.,4.6,27.894095,-82.7243963,"Florida Body Shop Inc, 6363 Ulmerton Rd, Largo, FL 33771"
Paleo on the Go,"Great food, nice people, a definite lifesaver to have on hand for days when you're just too busy or too tired or just want a break from cooking or meal prep.",4.7,27.8846117,-82.7200862,"Paleo on the Go, 12423 62nd St N suite 403, Largo, FL 33773"
LongHorn Steakhouse,"We stopped by for dinner (party of 6), hadn't been in years and we were all really pleased and pleasantly surprised. The service was first class (Amy A.",4.5,27.9157906,-82.7312405,"LongHorn Steakhouse, 5375 E Bay Dr, Clearwater, FL 33764, United States"
Carside To Go,"I ate in and they treated my family grate and I was so great full for it, Plus gave the waitress a big tip for his hospitality.",4.2,27.916958,-82.7336703,"Carside To Go, Clearwater, FL 33764"
Smoothie King,"Very quick service for them to have been so busy. Also, the drive-thru cashier was exceptionally familiar with the menu.",4.4,27.83958,-82.70228,"Smoothie King, 5031 Park Blvd N, Pinellas Park, FL 33781"
Bascom's Chop House,"The atmosphere, the food and the staff at Bascom's is topnotch. This was our first there and we went because it was our anniversary.",4.6,27.8946067,-82.68382489999999,"Bascom's Chop House, 3665 Ulmerton Rd, Clearwater, FL 33762, United States"
OCC Road House & Museum,Amazing place! Great service ( Sully rocks!!),4.4,27.8685593,-82.6992161,"OCC Road House & Museum, 10575 49th St N, Clearwater, FL 33762"
Glory Days Grill,"Been here a handful of times and it’s pretty consistent in all areas. Food, service and atmosphere.",4.2,27.862762,-82.63933999999999,"Glory Days Grill, 9900 4th St N, St. Petersburg, FL 33702, United States"
Pepo's Cuban Cafe,I'm a huge fan of Cuban pork with a side of rice and beans and or a Cuban pork sandwich and this place is as good as any and better than most. Compares favorably with boliche boulevard in Tampa.,4.5,27.8631172,-82.63843539999999,"Pepo's Cuban Cafe, 9939 4th St N, St. Petersburg, FL 33702, United States"
Cafe Cibo,"The atmosphere is great, bread and dip amazing, the food was phenomenal. The server stated she was new but if she wouldn't of told us we wouldn't of known.",4.5,27.851418,-82.6383924,"Cafe Cibo, 8697 4th St N, St. Petersburg, FL 33702"
Wendy's,"Every time I go to a Wendy's it's like a new adventure, and sometimes I find a new type of combination of food that I never knew was possible. I really appreciate how the employees at the Wendy's I have gone to in this last week or so very polite and kind and extremely considerate of others.",3.9,27.8546054,-82.6391581,"Wendy's, 9000 4th St N, St. Petersburg, FL 33702, United States"
Taco Bell,Service was quick. Liked the chalupa and wrap.,3.6,27.855963,-82.6383889,"Taco Bell, 9211 4th St N, St. Petersburg, FL 33702, United States"
Bonefish Grill,"Clean covid 19 masks and guidelines practiced, I had the Chilean sea bass sea, and bang bang shrimp both are always very delicious. I asked for two different sauces almost like a butter cream sauce with I guess it was tomatoes and the other was a mango salsa the sides were pretty fresh the green beans were crisp and the mashed potatoes are yummy.",4.3,27.8187708,-82.63914869999999,"Bonefish Grill, 5062 4th St N, St. Petersburg, FL 33703, United States"
ti bamboo caribbean restaurant and lounge,"The employees are very friendly. They are not officially open yet and are working with a limited menu, the official opening is on the 17th.",4.4,27.8563353,-82.64665049999999,"ti bamboo caribbean restaurant and lounge, 9291 Dr M.L.K. Jr St N, St. Petersburg, FL 33702"
Foodys Diner and Pizza House,This place is amazing. The food tastes absolutely delicious.,4.6,27.9961988,-82.5636833,"Foodys Diner and Pizza House, 7512 W Hillsborough Ave, Tampa, FL 33615, United States"
Pollos Rocoto Chifa Polleria- Tampa Florida - Rotisserie Chicken,"Being Peruvian, we are always looking to try different Peruvian restaurants everywhere we go. First, the food was FRESH, we were the only customers there and it was after the lunch rush so sometimes you expect the left over chicken that didn't sell, but this was not the case here.",4.6,27.9992831,-82.5634321,"Pollos Rocoto Chifa Polleria- Tampa Florida - Rotisserie Chicken, 5522 Hanley Rd # 110, Tampa, FL 33634"
ZZ Pizzas,The food looked and tasted great. Chicken tenders were so fresh and definitely one of the best I've had.,4.7,27.9862452,-82.5700251,"ZZ Pizzas, 5915 Memorial Hwy suite 115, Tampa, FL 33615"
Harborview Cafe,"Today I had my lunch here.. But there is an ATM within the shop, Incase if you need to pay the bill, you can withdraw cash here 😜.",4.6,27.9704234,-82.56849799999999,"Harborview Cafe, 3031 N Rocky Point Dr W, Tampa, FL 33607"
Digby Mini Market,Good place to go for lunch.,4.5,27.9821475,-82.5647418,"Digby Mini Market, 5635 Memorial Hwy, Tampa, FL 33615"
Burger King,Truly disgusting! Your impossible burger was impossible to eat.,3.2,27.9975933,-82.5821986,"Burger King, 5405 Sheldon Rd, Tampa, FL 33615, United States"
